Macrotrends Data Download

VIX Volatility Index - Historical Chart

DISCLAIMER AND TERMS OF USE: HISTORICAL DATA IS PROVIDED "AS IS" AND SOLELY
FOR INFORMATIONAL PURPOSES - NOT FOR TRADING PURPOSES OR ADVICE.
NEITHER MACROTRENDS LLC NOR ANY OF OUR INFORMATION PROVIDERS WILL BE LIABLE
FOR ANY DAMAGES RELATING TO YOUR USE OF THE DATA PROVIDED.



ATTRIBUTION: Proper attribution requires clear indication of the data source as "www.macrotrends.net".
A "dofollow" backlink to the originating page is also required if the data is displayed on a web page.


date, value
1990-05-30,17.4400
1990-05-31,17.3700
1990-06-01,17.0900
1990-06-04,18.3900
1990-06-05,18.9700
1990-06-06,17.4200
1990-06-07,16.8800
1990-06-08,17.5800
1990-06-11,16.3400
1990-06-12,16.6000
1990-06-13,17.3800
1990-06-14,17.4000
1990-06-15,15.9000
1990-06-18,17.7100
1990-06-19,15.2300
1990-06-20,15.2700
1990-06-21,14.7200
1990-06-22,19.3600
1990-06-25,17.0600
1990-06-26,16.2900
1990-06-27,16.0000
1990-06-28,16.1800
1990-06-29,15.5000
1990-07-02,16.2600
1990-07-03,16.1100
1990-07-05,17.2500
1990-07-06,16.4100
1990-07-09,16.6600
1990-07-10,16.9200
1990-07-11,16.6800
1990-07-12,17.0600
1990-07-13,17.0900
1990-07-16,16.7500
1990-07-17,16.6600
1990-07-18,18.9000
1990-07-19,18.5600
1990-07-20,15.6300
1990-07-23,23.6800
1990-07-24,21.7900
1990-07-25,20.1900
1990-07-26,20.2600
1990-07-27,21.1200
1990-07-30,21.1600
1990-07-31,21.1100
1990-08-01,21.6400
1990-08-02,20.4300
1990-08-03,28.7400
1990-08-06,35.9100
1990-08-07,32.7500
1990-08-08,28.2700
1990-08-09,24.3900
1990-08-10,25.7500
1990-08-13,25.7400
1990-08-14,24.1800
1990-08-15,23.3100
1990-08-16,27.1600
1990-08-17,27.5300
1990-08-20,26.4600
1990-08-21,28.9000
1990-08-22,30.5500
1990-08-23,36.4700
1990-08-24,33.9300
1990-08-27,29.6300
1990-08-28,29.1200
1990-08-29,27.3800
1990-08-30,29.8900
1990-08-31,29.9000
1990-09-04,29.5800
1990-09-05,28.5200
1990-09-06,30.1900
1990-09-07,28.7300
1990-09-10,29.3400
1990-09-11,28.3800
1990-09-12,28.1200
1990-09-13,29.3300
1990-09-14,30.5600
1990-09-17,29.5500
1990-09-18,28.8200
1990-09-19,27.8800
1990-09-20,28.6600
1990-09-21,30.0400
1990-09-24,30.5600
1990-09-25,28.8100
1990-09-26,28.1900
1990-09-27,28.6700
1990-09-28,29.1100
1990-10-01,28.0600
1990-10-02,27.2800
1990-10-03,27.9000
1990-10-04,27.5100
1990-10-05,27.8500
1990-10-08,28.0400
1990-10-09,30.7100
1990-10-10,31.1900
1990-10-11,33.9800
1990-10-12,31.9400
1990-10-15,31.6400
1990-10-16,31.4500
1990-10-17,31.3700
1990-10-18,29.6000
1990-10-19,27.8600
1990-10-22,27.2700
1990-10-23,27.5700
1990-10-24,28.2800
1990-10-25,29.0400
1990-10-26,30.7500
1990-10-29,31.5400
1990-10-30,30.5200
1990-10-31,30.0400
1990-11-01,30.2500
1990-11-02,30.0300
1990-11-05,29.8500
1990-11-06,29.1100
1990-11-07,30.8700
1990-11-08,30.7900
1990-11-09,26.9600
1990-11-12,25.6000
1990-11-13,24.5800
1990-11-14,22.8900
1990-11-15,22.5700
1990-11-16,21.3400
1990-11-19,20.9500
1990-11-20,20.0900
1990-11-21,21.0900
1990-11-23,20.9800
1990-11-26,22.7600
1990-11-27,22.8600
1990-11-28,22.9600
1990-11-29,23.9100
1990-11-30,22.1600
1990-12-03,22.2900
1990-12-04,22.0300
1990-12-05,20.9400
1990-12-06,22.6200
1990-12-07,22.5900
1990-12-10,23.5800
1990-12-11,23.7500
1990-12-12,21.2800
1990-12-13,23.0500
1990-12-14,23.8500
1990-12-17,24.8500
1990-12-18,23.1100
1990-12-19,23.0800
1990-12-20,23.1300
1990-12-21,22.6600
1990-12-24,24.0300
1990-12-26,24.1800
1990-12-27,24.8100
1990-12-28,25.0500
1990-12-31,26.3800
1991-01-02,26.6200
1991-01-03,27.9300
1991-01-04,27.1900
1991-01-07,28.9500
1991-01-08,30.3800
1991-01-09,33.3000
1991-01-10,31.3300
1991-01-11,32.6300
1991-01-14,36.2000
1991-01-15,36.1600
1991-01-16,33.2000
1991-01-17,27.4500
1991-01-18,25.3900
1991-01-21,24.3300
1991-01-22,24.9000
1991-01-23,23.9200
1991-01-24,22.8600
1991-01-25,22.2000
1991-01-28,23.0500
1991-01-29,23.1700
1991-01-30,21.3700
1991-01-31,20.9100
1991-02-01,21.0400
1991-02-04,21.8600
1991-02-05,21.4600
1991-02-06,22.6800
1991-02-07,23.6000
1991-02-08,23.3800
1991-02-11,22.5600
1991-02-12,22.2600
1991-02-13,20.8600
1991-02-14,21.4800
1991-02-15,19.5700
1991-02-19,19.8400
1991-02-20,22.2600
1991-02-21,20.7800
1991-02-22,21.0100
1991-02-25,22.8600
1991-02-26,20.3800
1991-02-27,21.2600
1991-02-28,21.2300
1991-03-04,20.8600
1991-03-05,20.4500
1991-03-06,20.5500
1991-03-07,21.0500
1991-03-08,20.8100
1991-03-11,20.8800
1991-03-12,18.8200
1991-03-13,16.0900
1991-03-14,14.9400
1991-03-15,14.9000
1991-03-18,15.7900
1991-03-19,16.1100
1991-03-20,16.0400
1991-03-21,16.8600
1991-03-22,16.4900
1991-03-25,16.7600
1991-03-26,16.3100
1991-03-27,16.5500
1991-03-28,16.8800
1991-04-01,17.4200
1991-04-02,17.4000
1991-04-03,17.6100
1991-04-04,18.0100
1991-04-05,17.6300
1991-04-08,17.4100
1991-04-09,20.1200
1991-04-10,19.7300
1991-04-11,17.2400
1991-04-12,18.4500
1991-04-15,16.5000
1991-04-16,15.8200
1991-04-17,15.4700
1991-04-18,16.2600
1991-04-19,15.6800
1991-04-22,16.7800
1991-04-23,17.0200
1991-04-24,16.7200
1991-04-25,17.1500
1991-04-26,17.2700
1991-04-29,18.2700
1991-04-30,18.2400
1991-05-01,17.7700
1991-05-02,17.5200
1991-05-03,17.2400
1991-05-06,17.9200
1991-05-07,17.4600
1991-05-08,17.7800
1991-05-09,17.1700
1991-05-10,17.5400
1991-05-13,17.6600
1991-05-14,18.0000
1991-05-15,18.3800
1991-05-16,17.2400
1991-05-17,16.6400
1991-05-20,17.1000
1991-05-21,16.0700
1991-05-22,16.1600
1991-05-23,16.1100
1991-05-24,15.2300
1991-05-28,15.6700
1991-05-29,15.9000
1991-05-30,16.0200
1991-05-31,15.9300
1991-06-03,16.8700
1991-06-04,16.1700
1991-06-05,16.4000
1991-06-06,16.9300
1991-06-07,16.9800
1991-06-10,17.4700
1991-06-11,17.3200
1991-06-12,17.7200
1991-06-13,16.9900
1991-06-14,15.9800
1991-06-17,15.5000
1991-06-18,16.1400
1991-06-19,17.4400
1991-06-20,16.7500
1991-06-21,16.5100
1991-06-24,18.2800
1991-06-25,17.8500
1991-06-26,17.9800
1991-06-27,17.8700
1991-06-28,19.5500
1991-07-01,18.6400
1991-07-02,17.6300
1991-07-03,19.4700
1991-07-05,18.3500
1991-07-08,20.2900
1991-07-09,19.7600
1991-07-10,19.1900
1991-07-11,17.3900
1991-07-12,18.2900
1991-07-15,17.7800
1991-07-16,17.4900
1991-07-17,17.5200
1991-07-18,15.7700
1991-07-19,15.5000
1991-07-22,16.9000
1991-07-23,16.5800
1991-07-24,16.4100
1991-07-25,15.7400
1991-07-26,15.4500
1991-07-29,15.6700
1991-07-30,15.4700
1991-07-31,15.1800
1991-08-01,15.4700
1991-08-02,15.2600
1991-08-05,15.9200
1991-08-06,15.5400
1991-08-07,15.5600
1991-08-08,15.9800
1991-08-09,15.4500
1991-08-12,15.2600
1991-08-13,14.7300
1991-08-14,15.0900
1991-08-15,15.1900
1991-08-16,16.0100
1991-08-19,21.1900
1991-08-20,18.8600
1991-08-21,15.6200
1991-08-22,14.5900
1991-08-23,14.4100
1991-08-26,14.8100
1991-08-27,15.4600
1991-08-28,15.3100
1991-08-29,14.8200
1991-08-30,14.4600
1991-09-03,16.5700
1991-09-04,17.1800
1991-09-05,17.3100
1991-09-06,16.7600
1991-09-09,17.7300
1991-09-10,18.2200
1991-09-11,17.9600
1991-09-12,16.2100
1991-09-13,17.8800
1991-09-16,17.8200
1991-09-17,17.6800
1991-09-18,17.5600
1991-09-19,17.5600
1991-09-20,17.0800
1991-09-23,16.3800
1991-09-24,16.0400
1991-09-25,15.6800
1991-09-26,15.3500
1991-09-27,16.3100
1991-09-30,15.8500
1991-10-01,14.8100
1991-10-02,15.8100
1991-10-03,17.0400
1991-10-04,15.6300
1991-10-07,18.5800
1991-10-08,17.8100
1991-10-09,18.5400
1991-10-10,17.8000
1991-10-11,17.6000
1991-10-14,16.7100
1991-10-15,16.2200
1991-10-16,14.8500
1991-10-17,16.3200
1991-10-18,15.8700
1991-10-21,16.6600
1991-10-22,16.5500
1991-10-23,16.2600
1991-10-24,15.6200
1991-10-25,15.7500
1991-10-28,15.4500
1991-10-29,15.5500
1991-10-30,15.4600
1991-10-31,15.4800
1991-11-01,15.6000
1991-11-04,16.3500
1991-11-05,16.4800
1991-11-06,16.4700
1991-11-07,15.9700
1991-11-08,15.4300
1991-11-11,14.8900
1991-11-12,14.0400
1991-11-13,13.9500
1991-11-14,13.9600
1991-11-15,21.1800
1991-11-18,18.2800
1991-11-19,20.3400
1991-11-20,20.4000
1991-11-21,19.1100
1991-11-22,21.2000
1991-11-25,21.9200
1991-11-26,19.8000
1991-11-27,19.8400
1991-11-29,20.2600
1991-12-02,20.1800
1991-12-03,19.7000
1991-12-04,19.5400
1991-12-05,20.1900
1991-12-06,19.0400
1991-12-09,19.7400
1991-12-10,19.8900
1991-12-11,20.5700
1991-12-12,19.0800
1991-12-13,17.8800
1991-12-16,17.6200
1991-12-17,18.1200
1991-12-18,17.7800
1991-12-19,17.9600
1991-12-20,17.6500
1991-12-23,16.6100
1991-12-24,15.6700
1991-12-26,15.4400
1991-12-27,15.7000
1991-12-30,17.6300
1991-12-31,19.3100
1992-01-02,18.9500
1992-01-03,18.7500
1992-01-06,18.9600
1992-01-07,19.2300
1992-01-08,18.7200
1992-01-09,18.9600
1992-01-10,18.4500
1992-01-13,18.0100
1992-01-14,17.0100
1992-01-15,17.3900
1992-01-16,17.6400
1992-01-17,16.3200
1992-01-20,16.4200
1992-01-21,17.9200
1992-01-22,16.7500
1992-01-23,16.4600
1992-01-24,16.2400
1992-01-27,16.6700
1992-01-28,17.6700
1992-01-29,17.6200
1992-01-30,17.4900
1992-01-31,17.4000
1992-02-03,18.2000
1992-02-04,17.9600
1992-02-05,18.2200
1992-02-06,18.7900
1992-02-07,18.5100
1992-02-10,18.5600
1992-02-11,17.7000
1992-02-12,17.3700
1992-02-13,17.4500
1992-02-14,17.0300
1992-02-18,18.2200
1992-02-19,17.1600
1992-02-20,16.7200
1992-02-21,16.8700
1992-02-24,17.1300
1992-02-25,16.3500
1992-02-26,16.6400
1992-02-27,16.5100
1992-02-28,16.6800
1992-03-02,16.8800
1992-03-03,17.2600
1992-03-04,17.8900
1992-03-05,18.4700
1992-03-06,19.7500
1992-03-09,19.6800
1992-03-10,18.6800
1992-03-11,19.7900
1992-03-12,19.7200
1992-03-13,18.3500
1992-03-16,18.4600
1992-03-17,16.7900
1992-03-18,16.6900
1992-03-19,16.5200
1992-03-20,16.8200
1992-03-23,16.7300
1992-03-24,16.3200
1992-03-25,16.1900
1992-03-26,16.2900
1992-03-27,16.0200
1992-03-30,15.9700
1992-03-31,16.1800
1992-04-01,16.4800
1992-04-02,17.0600
1992-04-03,16.7200
1992-04-06,16.7200
1992-04-07,18.8100
1992-04-08,20.1500
1992-04-09,17.8900
1992-04-10,16.8500
1992-04-13,16.9900
1992-04-14,15.9800
1992-04-15,15.1500
1992-04-16,14.8500
1992-04-20,15.9300
1992-04-21,16.5300
1992-04-22,15.9600
1992-04-23,15.8300
1992-04-24,15.7100
1992-04-27,16.4900
1992-04-28,16.2400
1992-04-29,15.9500
1992-04-30,15.5300
1992-05-01,16.6100
1992-05-04,16.9200
1992-05-05,16.6600
1992-05-06,16.8100
1992-05-07,16.5400
1992-05-08,15.6500
1992-05-11,15.1700
1992-05-12,15.6800
1992-05-13,15.1900
1992-05-14,15.4900
1992-05-15,14.8200
1992-05-18,14.6200
1992-05-19,13.5700
1992-05-20,13.6200
1992-05-21,13.9200
1992-05-22,13.7300
1992-05-26,14.9200
1992-05-27,13.9900
1992-05-28,13.7700
1992-05-29,13.8600
1992-06-01,14.4300
1992-06-02,14.5700
1992-06-03,14.3500
1992-06-04,13.6600
1992-06-05,14.6500
1992-06-08,15.1900
1992-06-09,15.9700
1992-06-10,16.6200
1992-06-11,16.2900
1992-06-12,14.9500
1992-06-15,14.7600
1992-06-16,15.2200
1992-06-17,18.0800
1992-06-18,18.2000
1992-06-19,16.3100
1992-06-22,16.6600
1992-06-23,14.5300
1992-06-24,14.4000
1992-06-25,14.4000
1992-06-26,14.6700
1992-06-29,13.2100
1992-06-30,13.3500
1992-07-01,13.3400
1992-07-02,13.8800
1992-07-06,14.8700
1992-07-07,15.8300
1992-07-08,15.5300
1992-07-09,14.6000
1992-07-10,13.7000
1992-07-13,14.0100
1992-07-14,13.5000
1992-07-15,12.5200
1992-07-16,12.2700
1992-07-17,12.6000
1992-07-20,12.6600
1992-07-21,12.6000
1992-07-22,13.5700
1992-07-23,13.3300
1992-07-24,13.3700
1992-07-27,13.9000
1992-07-28,13.0500
1992-07-29,13.4400
1992-07-30,13.5000
1992-07-31,13.1700
1992-08-03,13.8300
1992-08-04,13.5800
1992-08-05,13.8200
1992-08-06,14.2300
1992-08-07,13.9400
1992-08-10,14.5100
1992-08-11,15.0900
1992-08-12,14.8800
1992-08-13,15.3400
1992-08-14,14.6600
1992-08-17,14.6100
1992-08-18,13.8400
1992-08-19,14.3500
1992-08-20,14.4800
1992-08-21,15.0100
1992-08-24,16.1900
1992-08-25,15.6200
1992-08-26,14.5000
1992-08-27,13.6600
1992-08-28,13.1400
1992-08-31,13.5800
1992-09-01,13.4000
1992-09-02,12.7300
1992-09-03,12.8800
1992-09-04,12.9800
1992-09-08,13.6500
1992-09-09,13.3600
1992-09-10,12.9200
1992-09-11,12.4700
1992-09-14,13.0000
1992-09-15,13.6300
1992-09-16,14.7200
1992-09-17,14.3100
1992-09-18,13.7400
1992-09-21,13.4500
1992-09-22,13.8800
1992-09-23,13.8300
1992-09-24,13.4400
1992-09-25,14.8000
1992-09-28,15.1900
1992-09-29,14.9700
1992-09-30,14.2800
1992-10-01,16.3100
1992-10-02,17.7900
1992-10-05,20.0100
1992-10-06,19.9500
1992-10-07,21.0200
1992-10-08,19.2600
1992-10-09,20.5100
1992-10-12,19.4900
1992-10-13,17.9000
1992-10-14,18.4200
1992-10-15,17.1100
1992-10-16,17.0100
1992-10-19,17.3100
1992-10-20,16.8700
1992-10-21,16.6200
1992-10-22,15.8400
1992-10-23,16.4600
1992-10-26,16.3200
1992-10-27,16.2400
1992-10-28,15.9500
1992-10-29,15.4700
1992-10-30,16.1500
1992-11-02,16.6700
1992-11-03,17.3300
1992-11-04,16.2800
1992-11-05,15.3800
1992-11-06,14.6900
1992-11-09,14.2300
1992-11-10,14.3700
1992-11-11,13.9900
1992-11-12,14.3700
1992-11-13,14.6100
1992-11-16,14.8600
1992-11-17,15.0100
1992-11-18,14.5500
1992-11-19,14.3300
1992-11-20,13.6700
1992-11-23,13.4000
1992-11-24,12.6600
1992-11-25,12.5000
1992-11-27,12.5800
1992-11-30,13.0100
1992-12-01,12.8000
1992-12-02,12.5600
1992-12-03,12.0300
1992-12-04,11.8100
1992-12-07,12.0000
1992-12-08,11.7300
1992-12-09,12.5800
1992-12-10,12.7500
1992-12-11,12.3400
1992-12-14,12.6600
1992-12-15,12.4100
1992-12-16,12.5800
1992-12-17,12.1400
1992-12-18,11.6600
1992-12-21,11.6500
1992-12-22,11.7500
1992-12-23,11.5100
1992-12-24,11.5700
1992-12-28,12.2200
1992-12-29,12.2900
1992-12-30,12.6000
1992-12-31,12.5700
1993-01-04,13.3600
1993-01-05,13.3500
1993-01-06,13.3700
1993-01-07,14.7200
1993-01-08,13.7700
1993-01-11,12.8600
1993-01-12,12.7800
1993-01-13,12.4200
1993-01-14,11.9900
1993-01-15,11.5700
1993-01-18,11.4900
1993-01-19,12.0600
1993-01-20,12.1500
1993-01-21,11.6900
1993-01-22,11.3000
1993-01-25,11.3800
1993-01-26,11.4500
1993-01-27,12.0100
1993-01-28,12.0400
1993-01-29,12.4200
1993-02-01,12.3300
1993-02-02,12.2500
1993-02-03,12.1200
1993-02-04,12.2900
1993-02-05,12.9000
1993-02-08,13.2200
1993-02-09,13.4800
1993-02-10,13.4300
1993-02-11,12.6900
1993-02-12,12.3800
1993-02-16,15.7600
1993-02-17,15.9000
1993-02-18,15.5600
1993-02-19,15.0200
1993-02-22,14.7000
1993-02-23,15.0400
1993-02-24,14.7200
1993-02-25,13.7600
1993-02-26,13.1600
1993-03-01,13.6000
1993-03-02,12.4900
1993-03-03,13.1300
1993-03-04,13.4400
1993-03-05,14.0800
1993-03-08,16.2200
1993-03-09,14.1700
1993-03-10,13.9100
1993-03-11,14.2600
1993-03-12,15.6600
1993-03-15,14.7400
1993-03-16,14.5100
1993-03-17,14.5300
1993-03-18,14.1700
1993-03-19,13.2300
1993-03-22,13.6600
1993-03-23,13.0200
1993-03-24,12.4400
1993-03-25,12.0800
1993-03-26,12.2100
1993-03-29,12.6300
1993-03-30,12.2300
1993-03-31,12.5300
1993-04-01,13.0200
1993-04-02,14.5000
1993-04-05,14.1200
1993-04-06,14.2400
1993-04-07,13.6400
1993-04-08,12.8300
1993-04-12,11.9300
1993-04-13,11.7000
1993-04-14,11.7600
1993-04-15,10.9600
1993-04-16,11.2900
1993-04-19,12.0600
1993-04-20,11.9400
1993-04-21,12.1100
1993-04-22,12.6800
1993-04-23,13.3600
1993-04-26,15.2500
1993-04-27,13.9300
1993-04-28,13.1200
1993-04-29,12.8000
1993-04-30,12.4200
1993-05-03,12.9000
1993-05-04,12.1400
1993-05-05,12.3800
1993-05-06,13.2200
1993-05-07,13.0100
1993-05-10,13.7200
1993-05-11,13.3500
1993-05-12,13.5600
1993-05-13,14.7600
1993-05-14,14.3900
1993-05-17,14.1300
1993-05-18,14.1900
1993-05-19,14.2900
1993-05-20,13.9800
1993-05-21,14.5100
1993-05-24,14.1000
1993-05-25,14.0400
1993-05-26,12.8800
1993-05-27,13.1000
1993-05-28,13.4700
1993-06-01,13.6700
1993-06-02,13.4800
1993-06-03,13.5400
1993-06-04,12.8600
1993-06-07,14.0700
1993-06-08,14.7400
1993-06-09,13.9600
1993-06-10,13.3100
1993-06-11,12.7100
1993-06-14,12.3300
1993-06-15,11.9900
1993-06-16,11.8700
1993-06-17,11.6600
1993-06-18,12.2400
1993-06-21,12.2500
1993-06-22,11.6500
1993-06-23,12.0400
1993-06-24,12.2500
1993-06-25,11.2500
1993-06-28,11.1100
1993-06-29,11.2900
1993-06-30,11.2600
1993-07-01,11.5100
1993-07-02,11.3300
1993-07-06,13.8700
1993-07-07,13.0500
1993-07-08,12.2400
1993-07-09,10.8000
1993-07-12,10.8500
1993-07-13,11.0200
1993-07-14,10.7800
1993-07-15,10.6000
1993-07-16,10.9600
1993-07-19,11.4600
1993-07-20,11.0500
1993-07-21,11.9700
1993-07-22,11.6900
1993-07-23,11.3200
1993-07-26,11.3200
1993-07-27,11.3400
1993-07-28,11.3700
1993-07-29,11.2500
1993-07-30,11.7300
1993-08-02,11.4700
1993-08-03,11.4900
1993-08-04,11.7100
1993-08-05,12.0300
1993-08-06,12.3300
1993-08-09,12.3900
1993-08-10,12.3100
1993-08-11,12.0700
1993-08-12,12.3800
1993-08-13,12.1900
1993-08-16,12.0100
1993-08-17,11.5900
1993-08-18,11.5200
1993-08-19,11.6300
1993-08-20,11.6200
1993-08-23,12.1500
1993-08-24,11.8000
1993-08-25,12.1000
1993-08-26,12.1400
1993-08-27,11.9100
1993-08-30,11.7400
1993-08-31,11.8500
1993-09-01,11.4800
1993-09-02,11.8700
1993-09-03,11.1600
1993-09-07,12.9000
1993-09-08,13.2400
1993-09-09,12.6700
1993-09-10,11.7000
1993-09-13,12.1600
1993-09-14,13.1500
1993-09-15,12.7000
1993-09-16,13.3600
1993-09-17,13.3900
1993-09-20,14.6000
1993-09-21,17.3000
1993-09-22,13.7500
1993-09-23,13.3600
1993-09-24,12.4700
1993-09-27,12.4900
1993-09-28,12.1900
1993-09-29,12.6300
1993-09-30,12.9900
1993-10-01,11.8300
1993-10-04,12.8500
1993-10-05,12.9700
1993-10-06,12.6800
1993-10-07,13.1400
1993-10-08,12.0400
1993-10-11,12.2600
1993-10-12,12.4100
1993-10-13,11.3800
1993-10-14,11.0000
1993-10-15,10.8700
1993-10-18,11.3300
1993-10-19,11.6100
1993-10-20,11.3200
1993-10-21,11.2000
1993-10-22,11.4800
1993-10-25,11.8300
1993-10-26,11.8300
1993-10-27,12.0100
1993-10-28,11.8800
1993-10-29,11.4600
1993-11-01,11.7800
1993-11-02,11.7400
1993-11-03,13.2600
1993-11-04,14.6800
1993-11-05,14.9700
1993-11-08,14.3100
1993-11-09,13.9400
1993-11-10,13.7200
1993-11-11,13.8800
1993-11-12,13.3300
1993-11-15,14.4600
1993-11-16,15.1100
1993-11-17,15.5700
1993-11-18,14.6500
1993-11-19,15.0300
1993-11-22,15.9000
1993-11-23,14.2700
1993-11-24,13.5100
1993-11-26,13.7700
1993-11-29,14.1200
1993-11-30,13.7600
1993-12-01,13.8300
1993-12-02,13.5100
1993-12-03,12.6900
1993-12-06,12.8400
1993-12-07,12.4100
1993-12-08,12.4600
1993-12-09,12.4300
1993-12-10,12.6000
1993-12-13,10.9800
1993-12-14,11.1300
1993-12-15,11.0300
1993-12-16,10.9000
1993-12-17,11.0800
1993-12-20,10.7500
1993-12-21,10.0800
1993-12-22,9.3100
1993-12-23,9.4800
1993-12-27,9.7000
1993-12-28,9.8200
1993-12-29,10.4600
1993-12-30,10.6900
1993-12-31,11.6600
1994-01-03,12.5700
1994-01-04,11.9100
1994-01-05,10.9400
1994-01-06,11.2700
1994-01-07,10.9600
1994-01-10,10.7400
1994-01-11,11.2900
1994-01-12,11.6500
1994-01-13,12.0800
1994-01-14,11.1500
1994-01-17,11.8800
1994-01-18,11.6300
1994-01-19,11.7600
1994-01-20,11.1600
1994-01-21,11.0900
1994-01-24,11.6000
1994-01-25,11.3800
1994-01-26,11.1700
1994-01-27,10.3000
1994-01-28,9.9400
1994-01-31,10.6300
1994-02-01,10.6500
1994-02-02,10.6100
1994-02-03,10.7500
1994-02-04,15.2500
1994-02-07,13.9600
1994-02-08,13.6600
1994-02-09,13.3000
1994-02-10,14.2400
1994-02-11,14.4600
1994-02-14,14.2800
1994-02-15,13.4000
1994-02-16,13.1300
1994-02-17,13.7900
1994-02-18,14.7000
1994-02-22,13.5200
1994-02-23,13.9100
1994-02-24,15.9600
1994-02-25,14.8000
1994-02-28,14.8700
1994-03-01,15.8300
1994-03-02,16.0800
1994-03-03,16.3600
1994-03-04,16.0000
1994-03-07,14.2600
1994-03-08,16.2300
1994-03-09,14.4100
1994-03-10,16.5500
1994-03-11,14.8700
1994-03-14,16.6100
1994-03-15,14.7800
1994-03-16,14.5100
1994-03-17,12.7600
1994-03-18,13.3200
1994-03-21,14.3400
1994-03-22,13.3900
1994-03-23,12.3100
1994-03-24,13.4300
1994-03-25,13.6700
1994-03-28,14.9000
1994-03-29,16.4900
1994-03-30,18.5900
1994-03-31,20.4500
1994-04-04,23.8700
1994-04-05,18.1300
1994-04-06,17.3800
1994-04-07,16.9800
1994-04-08,16.9200
1994-04-11,16.6100
1994-04-12,16.4200
1994-04-13,17.0200
1994-04-14,16.2700
1994-04-15,15.9800
1994-04-18,17.2200
1994-04-19,16.9300
1994-04-20,17.0100
1994-04-21,14.9300
1994-04-22,14.9400
1994-04-25,14.2600
1994-04-26,13.8000
1994-04-28,14.5100
1994-04-29,13.7700
1994-05-02,14.1100
1994-05-03,13.8100
1994-05-04,14.2900
1994-05-05,14.5600
1994-05-06,15.0800
1994-05-09,16.1600
1994-05-10,15.1900
1994-05-11,15.5500
1994-05-12,15.4600
1994-05-13,14.5400
1994-05-16,14.6700
1994-05-17,14.0800
1994-05-18,12.5500
1994-05-19,12.3300
1994-05-20,12.7900
1994-05-23,13.4900
1994-05-24,12.7300
1994-05-25,12.4300
1994-05-26,12.5000
1994-05-27,12.4900
1994-05-31,13.0300
1994-06-01,12.7200
1994-06-02,12.7300
1994-06-03,12.1900
